,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,France,Germany,Spain
2548,524,True,50,4,0.0,2,1,1,31840.59,1,True,False,False
2549,645,False,36,8,0.0,2,1,1,12096.61,1,True,False,False
2550,850,True,42,0,0.0,2,1,0,44165.84,0,True,False,False
2551,537,False,53,3,0.0,1,1,1,91406.62,0,True,False,False
2552,599,False,46,7,81742.84,2,1,0,83282.21,0,False,False,True
2553,727,True,71,8,0.0,1,1,1,198446.91,1,False,False,True
2554,756,True,30,2,145127.85,1,0,0,7554.68,0,False,False,True
2555,755,True,38,9,148912.44,1,1,0,80416.16,0,True,False,False
2556,634,False,41,4,0.0,2,1,1,164549.74,0,False,False,True
2557,837,True,26,4,89900.24,2,1,0,175477.03,0,True,False,False
2558,727,False,30,8,119027.28,2,1,1,137903.54,0,False,True,False
2559,567,False,40,2,105222.86,2,1,0,93795.86,0,False,True,False
2560,650,False,30,6,0.0,1,0,0,67997.13,1,False,False,True
2561,655,True,34,1,116114.93,1,1,1,49492.15,0,False,False,True
2562,763,False,58,9,187911.55,1,0,1,35825.18,0,True,False,False
2563,843,False,27,5,0.0,2,1,1,67494.23,0,True,False,False
2564,667,False,38,6,144432.04,1,1,1,73963.17,1,True,False,False
2565,705,False,50,4,77065.9,2,0,1,145159.26,0,True,False,False
2566,660,False,29,6,180520.29,1,1,1,123850.58,0,False,True,False
2567,553,True,42,1,0.0,2,0,0,23822.04,0,True,False,False
2568,612,False,47,6,130024.87,1,1,1,45750.21,1,False,True,False
2569,641,False,40,2,110086.69,1,1,0,159773.14,0,False,True,False
2570,513,False,31,5,174853.46,1,1,0,84238.63,0,False,False,True
2571,680,True,44,7,108724.98,1,0,1,72330.46,0,True,False,False
2572,711,True,58,9,91285.13,2,1,1,26767.85,0,True,False,False
2573,689,True,40,2,0.0,2,1,1,164768.82,0,False,False,True
2574,665,False,51,9,110610.41,2,0,1,1112.76,1,False,True,False
2575,551,True,54,5,102994.04,1,1,0,176680.16,1,False,True,False
2576,645,True,36,4,59893.85,2,1,0,43999.64,0,False,False,True
2577,616,True,29,8,149318.55,1,1,0,140746.13,0,False,True,False
2578,582,False,32,1,116409.55,1,0,1,152790.92,0,True,False,False
2579,365,True,30,0,127760.07,1,1,0,81537.85,1,False,True,False
2580,697,False,38,6,132591.36,1,1,1,7387.8,1,False,True,False
2581,704,True,31,0,0.0,2,1,0,183038.33,0,True,False,False
2582,656,False,46,5,113402.14,2,1,1,138849.06,0,True,False,False
2583,712,False,31,7,0.0,2,1,0,170333.38,0,True,False,False
2584,748,True,40,0,0.0,1,0,0,60416.76,0,True,False,False
2585,724,True,28,9,0.0,2,1,1,100240.2,0,True,False,False
2586,691,True,50,6,136953.47,1,1,1,2704.98,0,True,False,False
2587,563,True,33,8,0.0,2,0,1,68815.05,0,True,False,False
2588,741,True,32,5,0.0,1,1,1,64839.23,0,True,False,False
2589,778,True,44,8,123863.64,1,1,0,144494.94,0,True,False,False
2590,848,True,22,7,120811.89,1,1,1,185510.34,0,False,False,True
2591,634,True,38,2,148430.55,1,1,1,56055.72,0,False,True,False
2592,505,True,40,6,47869.69,2,1,1,155061.97,0,False,True,False
2593,692,True,53,7,150926.99,2,0,0,119817.19,0,False,True,False
2594,537,False,47,6,103163.35,1,1,0,16259.64,1,False,True,False
2595,633,True,29,10,130206.28,1,1,0,184654.87,0,True,False,False
2596,833,False,28,4,136674.51,2,0,0,5278.78,0,True,False,False
2597,592,False,40,2,200322.45,1,1,1,113244.73,0,False,False,True
2598,587,True,48,1,0.0,2,1,1,8908.0,0,False,False,True
2599,550,True,62,7,80927.56,1,0,1,64490.67,0,False,False,True
2600,680,False,24,10,0.0,3,1,0,154971.63,1,True,False,False
2601,622,False,41,9,0.0,2,1,1,155786.39,0,False,False,True
2602,594,True,28,0,142574.71,2,1,0,129084.82,0,False,True,False
2603,643,False,34,7,160426.07,1,0,1,188533.11,0,False,True,False
2604,540,True,25,5,116160.23,1,1,0,13411.67,0,True,False,False
2605,635,False,34,5,98683.47,2,1,0,15733.19,0,False,False,True
2606,657,True,32,3,118829.03,2,1,1,73127.61,0,True,False,False
2607,814,True,31,1,118870.92,1,1,0,101704.19,0,True,False,False
2608,600,True,32,1,0.0,1,1,1,101986.16,0,True,False,False
2609,682,False,46,2,0.0,1,1,1,114442.66,0,True,False,False
2610,682,True,38,4,107192.38,1,1,1,15669.17,0,True,False,False
2611,566,True,42,3,108010.78,1,1,1,157486.1,0,True,False,False
2612,550,True,34,3,0.0,2,0,0,131281.28,0,False,False,True
2613,630,True,26,7,129837.72,2,0,1,197001.15,0,True,False,False
2614,546,False,58,3,106458.31,4,1,0,128881.87,1,False,True,False
2615,486,True,63,9,97009.15,1,1,1,85101.0,0,True,False,False
2616,762,True,35,9,122929.42,2,0,0,149822.04,0,False,False,True
2617,692,True,45,6,152296.83,4,0,1,108040.86,1,False,True,False
2618,498,False,30,1,0.0,2,0,0,135795.53,0,True,False,False
2619,850,True,49,8,0.0,1,0,0,25867.67,1,False,False,True
2620,603,True,35,6,128993.76,2,1,0,130483.56,0,True,False,False
2621,551,False,36,5,0.0,1,1,0,183479.12,0,True,False,False
2622,627,True,27,0,185267.45,2,1,1,77027.34,0,False,True,False
2623,515,False,28,9,0.0,2,0,0,94141.75,0,True,False,False
2624,605,False,29,3,116805.82,1,0,0,4092.75,0,False,False,True
2625,567,True,29,5,129750.68,1,1,0,109257.59,0,False,True,False
2626,568,False,29,2,129177.01,2,0,1,104617.99,0,False,True,False
2627,571,True,25,6,82506.72,2,1,0,167705.07,0,False,True,False
2628,634,True,48,2,107247.69,1,1,1,103712.05,1,False,True,False
2629,768,False,42,3,0.0,1,0,0,161242.99,1,False,False,True
2630,554,False,36,3,157780.93,2,1,0,6089.13,0,False,True,False
2631,629,True,35,1,172170.36,1,1,1,159777.37,0,True,False,False
2632,638,True,48,2,0.0,2,1,1,7919.08,0,False,False,True
2633,576,True,41,1,0.0,1,1,1,188274.6,0,True,False,False
2634,661,False,42,9,75361.44,1,1,0,27608.12,1,False,False,True
2635,592,False,27,4,0.0,2,1,1,183569.25,0,True,False,False
2636,702,True,30,2,0.0,2,1,1,145537.32,0,False,False,True
2637,647,False,29,0,98263.46,2,1,0,164717.95,0,True,False,False
2638,593,True,43,9,0.0,2,1,1,76357.43,0,True,False,False
2639,712,False,40,3,109308.79,2,1,0,120158.72,1,False,True,False
2640,625,False,31,8,0.0,2,1,0,151843.54,0,False,False,True
2641,538,False,28,6,164365.44,1,0,1,5698.97,0,False,True,False
2642,637,False,22,5,98800.0,1,1,0,122865.55,0,False,False,True
2643,632,True,27,4,193125.85,1,1,1,152665.85,0,True,False,False
2644,736,True,27,5,51522.75,1,0,1,192131.77,0,True,False,False
2645,755,True,23,5,84284.48,2,1,1,62851.6,0,True,False,False
2646,425,False,39,5,0.0,2,1,0,140941.47,0,False,False,True
2647,461,True,51,9,119889.84,1,0,0,56767.67,1,True,False,False
2648,745,True,21,4,137910.45,1,1,1,177235.23,0,True,False,False
2649,616,False,37,6,0.0,2,1,0,86242.18,0,True,False,False
2650,587,True,33,5,100116.82,1,1,0,34215.58,0,True,False,False
2651,850,True,40,4,166082.15,2,0,1,44406.17,0,False,True,False
2652,601,False,38,0,0.0,2,1,0,165196.65,0,True,False,False
2653,730,True,26,3,0.0,1,1,0,34542.41,0,False,False,True
2654,532,True,44,3,148595.55,1,1,0,74838.64,1,True,False,False
2655,850,True,53,2,94078.97,2,1,0,36980.54,0,False,True,False
2656,779,False,34,5,0.0,2,0,1,111676.63,0,False,False,True
2657,562,True,29,9,0.0,1,1,1,25858.68,0,True,False,False
2658,670,True,40,2,164948.98,3,0,0,177028.0,1,False,True,False
2659,729,False,62,4,140549.4,1,1,0,30990.16,1,True,False,False
2660,767,False,44,2,152509.25,1,1,1,136915.15,0,True,False,False
2661,742,False,28,2,191864.51,1,1,0,108457.99,1,True,False,False
2662,669,False,44,8,96418.09,1,0,0,131609.48,1,True,False,False
2663,542,True,32,2,131945.94,1,0,1,159737.56,0,False,False,True
2664,586,True,29,3,0.0,2,1,1,142238.54,0,True,False,False
2665,612,True,30,9,142910.15,1,1,0,105890.55,1,False,True,False
2666,740,False,37,7,0.0,2,1,1,194270.91,0,True,False,False
2667,584,True,35,3,146311.58,1,1,1,105443.47,0,True,False,False
2668,524,True,52,2,87894.26,1,1,0,173899.42,1,True,False,False
2669,614,False,19,5,97445.49,2,1,0,122823.34,0,True,False,False
2670,598,False,64,9,0.0,1,0,1,13181.37,1,True,False,False
2671,799,True,35,7,0.0,2,0,1,140780.8,0,False,False,True
2672,724,True,34,2,154485.74,2,0,0,78560.64,0,True,False,False
2673,601,True,50,2,115625.07,1,1,0,185855.21,0,True,False,False
2674,804,True,25,7,108396.67,1,1,0,128276.95,0,True,False,False
2675,745,True,38,5,65095.41,2,1,1,140197.42,0,False,True,False
2676,667,True,43,1,103018.45,1,1,0,32462.39,1,False,True,False
2677,518,False,38,10,84764.79,1,1,1,162253.9,0,True,False,False
2678,819,False,38,10,0.0,2,1,0,30498.7,0,True,False,False
2679,520,False,35,4,115680.81,1,1,1,90280.7,0,False,False,True
2680,625,False,39,5,0.0,2,1,0,32615.21,0,True,False,False
2681,673,True,36,5,73088.06,2,0,0,196142.26,0,False,True,False
2682,656,False,27,3,150905.03,2,1,0,16998.72,0,False,True,False
2683,850,False,23,9,143054.85,1,0,1,62980.96,0,False,False,True
2684,574,False,28,7,0.0,2,0,0,185660.3,0,False,False,True
2685,679,True,60,6,0.0,2,1,1,77331.77,0,True,False,False
2686,530,False,42,0,99948.45,1,0,1,97338.62,0,False,True,False
2687,508,True,44,3,115451.05,2,0,0,67234.33,0,True,False,False
2688,558,True,32,4,108235.91,1,1,1,143783.28,0,False,True,False
2689,414,True,38,8,0.0,1,0,1,77661.12,1,True,False,False
2690,648,True,42,2,98795.61,2,1,0,89123.99,0,False,False,True
2691,721,False,37,1,0.0,2,1,0,70810.8,0,True,False,False
2692,751,True,31,8,0.0,2,0,0,17550.49,0,True,False,False
2693,662,True,34,2,0.0,2,0,1,21497.27,0,True,False,False
2694,628,True,29,3,113146.98,2,0,1,124749.08,0,False,True,False
2695,597,False,39,8,162532.14,3,1,0,36051.46,1,False,True,False
2696,698,False,40,0,92053.44,1,1,1,143681.83,0,False,False,True
2697,723,True,48,7,0.0,2,1,1,150694.58,0,True,False,False
2698,586,False,28,5,0.0,3,1,0,170487.4,1,True,False,False
2699,633,False,29,8,104944.1,1,1,1,97684.46,0,False,True,False
2700,564,True,31,4,0.0,2,1,0,53520.03,0,True,False,False
2701,649,False,31,2,0.0,2,1,0,15200.61,0,True,False,False
2702,622,False,30,4,107879.04,1,0,1,196894.62,0,True,False,False
2703,459,True,46,7,110356.42,1,1,0,4969.13,1,False,True,False
2704,718,True,27,2,0.0,2,0,0,26229.24,0,True,False,False
2705,655,False,34,4,109783.69,2,1,0,134034.32,0,False,False,True
2706,696,True,22,9,149777.0,1,1,1,198032.93,0,True,False,False
2707,637,False,38,3,104339.56,1,0,0,119882.86,0,True,False,False
2708,630,False,21,1,85818.18,1,1,1,133102.3,0,False,False,True
2709,592,True,37,4,212692.97,1,0,0,176395.02,0,True,False,False
2710,634,True,37,1,89696.84,2,1,1,193179.88,0,False,True,False
2711,608,False,28,9,0.0,2,1,1,125062.02,0,True,False,False
2712,565,False,32,9,68067.24,1,1,0,143287.58,0,False,True,False
2713,763,True,67,9,148564.66,1,0,1,87236.4,0,False,False,True
2714,665,False,55,8,136354.16,1,1,1,93769.89,0,True,False,False
2715,649,True,38,1,122214.0,1,0,1,88965.46,0,True,False,False
2716,695,True,45,3,0.0,2,1,1,30793.61,0,True,False,False
2717,775,True,70,6,119684.88,2,1,1,74532.02,0,False,True,False
2718,788,False,39,3,135139.33,1,0,1,113086.08,0,True,False,False
2719,569,False,42,9,146100.75,1,1,0,32574.01,1,False,True,False
2720,726,False,56,8,123110.9,3,0,1,130113.78,1,False,False,True
2721,564,False,44,3,111760.4,3,1,1,104722.47,1,False,True,False
2722,544,False,32,9,110728.39,1,1,1,14559.62,0,True,False,False
2723,614,False,41,8,121558.46,1,1,1,598.8,0,True,False,False
2724,453,False,38,8,120623.21,1,1,0,129697.99,0,False,True,False
2725,471,False,58,4,114713.57,1,1,1,36315.03,0,True,False,False
2726,829,False,37,3,103457.76,1,0,0,1114.12,0,False,True,False
2727,754,True,57,2,101134.87,2,1,1,70954.41,0,False,True,False
2728,749,True,46,10,78136.36,2,1,1,73470.98,0,False,True,False
2729,667,True,23,1,0.0,2,1,0,91573.19,0,True,False,False
2730,670,True,30,3,133446.34,1,0,0,3154.95,0,False,False,True
2731,670,False,33,7,0.0,2,1,1,88187.81,0,True,False,False
2732,623,False,48,1,108076.33,1,1,0,118855.26,1,False,True,False
2733,571,True,32,5,131354.25,1,1,0,125256.53,0,True,False,False
2734,641,False,37,7,62974.64,2,0,1,39016.43,0,False,True,False
2735,551,False,30,2,143340.44,1,1,0,145796.49,0,False,True,False
2736,741,True,36,8,116993.43,2,1,0,168816.22,0,False,True,False
2737,472,True,31,4,58662.92,2,0,1,73322.0,0,True,False,False
2738,650,True,41,3,128808.65,3,0,0,113677.53,1,False,False,True
2739,625,True,45,7,137555.44,1,0,0,124607.7,0,True,False,False
2740,650,True,34,4,142393.11,1,1,1,11276.48,0,False,True,False
2741,535,False,38,8,0.0,2,1,0,136620.64,0,True,False,False
2742,649,False,41,2,125785.23,1,1,1,70523.92,0,True,False,False
2743,689,True,22,4,136444.25,1,1,0,51980.25,1,True,False,False
2744,694,True,38,7,121527.4,1,1,0,113481.02,0,False,False,True
2745,655,True,52,9,144696.75,1,1,1,49025.79,0,False,True,False
2746,620,True,36,8,0.0,2,1,1,145937.99,0,True,False,False
2747,577,False,35,10,0.0,2,1,1,25161.61,0,True,False,False
2748,401,True,48,8,128140.17,1,1,0,175753.55,1,False,True,False
2749,599,True,25,6,120383.41,1,1,1,24903.09,0,True,False,False
2750,481,False,57,9,0.0,3,1,1,169719.35,1,True,False,False
2751,704,True,42,8,129735.3,2,1,1,179565.57,0,True,False,False
2752,698,False,31,8,185078.26,1,0,0,115337.74,1,False,False,True
2753,480,False,28,6,0.0,2,0,0,48131.92,0,True,False,False
2754,682,True,42,0,0.0,1,1,1,160828.98,0,True,False,False
2755,700,True,31,7,0.0,2,0,1,145151.96,0,False,False,True
2756,492,True,29,1,144591.96,1,1,1,196293.76,0,True,False,False
2757,444,False,45,4,0.0,2,1,0,161653.5,1,True,False,False
2758,624,True,36,6,0.0,2,0,0,84635.64,0,True,False,False
2759,709,True,37,7,0.0,1,1,0,159486.76,0,True,False,False
2760,557,True,68,2,100194.44,1,1,1,38596.34,0,False,True,False
2761,646,True,50,6,145295.31,2,1,1,27814.74,0,False,True,False
2762,719,True,28,3,106070.29,2,1,1,183893.31,0,False,True,False
2763,706,False,47,6,120621.89,1,1,1,140803.7,0,False,True,False
2764,660,True,38,7,0.0,2,0,1,146585.53,0,True,False,False
2765,667,True,36,9,0.0,2,1,1,40062.29,0,True,False,False
2766,705,True,30,1,0.0,1,1,1,181300.32,0,True,False,False
2767,598,False,27,10,171283.91,1,1,1,84136.12,0,False,True,False
2768,669,True,26,4,0.0,2,1,1,197594.34,0,True,False,False
2769,580,False,38,1,128218.47,1,1,0,125953.83,1,False,True,False
2770,676,False,32,5,0.0,2,1,1,75465.41,0,True,False,False
2771,714,True,28,7,77776.39,1,1,0,177737.07,0,False,True,False
2772,597,False,72,6,124978.19,2,1,1,7144.46,0,False,True,False
2773,559,True,29,1,0.0,2,0,0,155639.76,0,True,False,False
2774,564,False,28,1,0.0,1,1,1,162428.05,0,True,False,False
2775,850,True,51,3,109799.55,2,1,1,12457.76,1,False,False,True
2776,689,True,39,7,0.0,2,0,0,14917.09,0,True,False,False
2777,758,False,61,8,125397.21,1,1,0,182184.09,1,False,True,False
2778,604,False,71,10,0.0,2,1,1,129984.2,0,False,False,True
2779,733,True,38,9,111347.37,2,0,1,194872.97,0,False,True,False
2780,778,True,40,8,104291.41,2,1,1,117507.11,0,False,False,True
2781,732,False,61,9,94867.18,2,1,1,157527.6,1,False,True,False
2782,646,True,24,8,0.0,2,0,0,92612.88,0,True,False,False
2783,597,False,33,6,135703.59,2,0,0,74850.84,0,True,False,False
2784,821,False,37,5,106453.53,2,0,1,127413.0,0,False,True,False
2785,640,True,43,7,132412.38,1,0,0,69584.3,1,True,False,False
2786,511,False,40,9,124401.6,1,1,0,198814.24,1,False,True,False
2787,805,True,46,6,118022.06,3,1,0,162643.15,1,True,False,False
2788,540,True,39,1,82531.11,1,1,0,114092.52,0,False,True,False
2789,705,True,44,0,184552.12,1,1,0,68860.3,1,False,False,True
2790,540,True,39,4,127278.31,1,1,1,16150.34,0,False,True,False
2791,532,False,66,3,0.0,1,1,1,115227.02,0,False,False,True
2792,535,False,45,2,0.0,2,0,1,170621.55,0,True,False,False
2793,627,True,23,5,184244.86,1,1,0,103099.22,0,False,True,False
2794,646,True,52,8,59669.43,1,0,0,172495.81,1,True,False,False
2795,515,False,25,7,79543.59,1,0,1,38772.82,0,True,False,False
2796,697,False,39,6,151553.19,1,1,1,44946.29,0,True,False,False
2797,652,True,27,2,166527.88,2,0,1,146007.7,0,False,True,False
2798,579,True,28,6,150329.15,1,1,0,145558.42,0,False,True,False
2799,760,True,43,8,121911.59,1,1,0,193312.33,0,True,False,False
2800,769,True,51,9,156773.78,2,1,0,40257.79,0,True,False,False
2801,498,True,29,8,127864.26,1,1,1,46677.9,0,False,False,True
2802,774,True,53,4,113709.28,1,1,1,153887.93,1,True,False,False
2803,705,False,43,7,79974.55,1,1,1,103108.33,0,False,True,False
2804,648,False,44,2,0.0,2,1,1,58652.23,0,True,False,False
2805,688,False,51,5,0.0,1,1,0,91624.11,1,True,False,False
2806,592,True,38,0,0.0,1,1,0,65986.48,1,False,False,True
2807,705,True,33,3,144427.96,2,1,0,113845.19,0,True,False,False
2808,654,True,42,7,99263.09,1,1,1,67607.9,0,True,False,False
2809,624,False,32,2,79368.87,2,1,1,145471.94,0,True,False,False
2810,594,False,30,10,0.0,2,1,1,124071.71,0,True,False,False
2811,695,False,34,9,0.0,2,1,1,67502.12,0,False,False,True
2812,597,True,28,2,0.0,3,1,1,78707.97,0,True,False,False
2813,758,False,52,7,125095.94,1,1,0,171189.83,1,True,False,False
2814,737,False,40,2,162485.8,2,1,0,149381.32,0,False,True,False
2815,694,True,37,1,95668.82,2,1,0,100335.55,0,False,True,False
2816,683,True,25,4,0.0,2,1,0,152698.24,0,True,False,False
2817,538,False,30,8,0.0,2,1,1,41192.95,0,False,False,True
2818,669,True,37,4,0.0,1,1,0,132540.33,0,True,False,False
2819,730,False,34,5,74197.38,2,1,0,96875.52,0,True,False,False
2820,622,False,31,1,89688.94,1,1,1,152305.47,0,True,False,False
2821,714,False,33,10,103121.33,2,1,1,49672.01,0,False,False,True
2822,569,False,34,3,0.0,1,1,0,133997.53,0,False,False,True
2823,668,False,59,5,120170.07,1,0,1,50454.8,0,False,True,False
2824,628,True,32,9,149136.31,2,1,1,16402.11,0,True,False,False
2825,600,True,40,1,141136.79,1,1,1,67803.83,0,True,False,False
2826,693,False,43,4,152341.55,1,1,0,9241.78,0,True,False,False
2827,704,True,36,7,120026.98,2,0,1,100601.73,0,True,False,False
2828,527,True,33,9,132168.28,1,0,0,98734.15,0,False,False,True
2829,553,True,43,6,85200.82,2,1,1,160574.09,0,False,True,False
2830,575,True,53,1,84903.33,2,0,1,26015.8,0,False,False,True
2831,626,False,32,0,0.0,2,0,0,187172.54,0,True,False,False
2832,582,True,20,4,0.0,1,1,1,55763.66,0,True,False,False
2833,683,True,40,8,0.0,1,1,0,75848.22,0,False,False,True
2834,850,True,30,9,121535.18,1,0,0,40313.47,0,True,False,False
2835,653,True,35,6,116662.96,2,1,1,23864.21,0,False,False,True
2836,679,True,60,8,0.0,2,1,1,51380.9,0,True,False,False
2837,549,False,49,6,124829.16,1,0,1,93551.36,0,False,True,False
2838,850,False,36,2,155180.56,2,0,0,169415.54,0,False,False,True
2839,558,False,32,1,108262.87,1,1,1,6935.31,0,False,True,False
2840,528,True,40,4,0.0,2,1,0,25399.7,0,False,False,True
2841,801,True,38,5,0.0,2,1,0,66256.27,0,True,False,False
2842,513,True,48,2,0.0,1,1,1,114709.13,1,False,False,True
2843,666,True,38,6,99812.88,2,1,1,158357.97,0,False,True,False
2844,606,True,35,2,132164.26,1,0,1,164815.59,0,True,False,False
2845,599,True,45,10,103583.05,1,1,0,132127.69,1,False,True,False
2846,544,True,39,4,142406.43,2,1,0,146637.45,0,False,True,False
2847,529,True,38,7,99842.5,2,1,0,90256.06,1,False,False,True
2848,850,False,41,5,0.0,2,1,1,34827.43,0,True,False,False
2849,497,True,41,9,0.0,1,0,0,22074.48,0,True,False,False
2850,764,False,39,5,81042.42,1,0,1,109805.17,0,True,False,False
2851,603,False,48,5,0.0,1,1,0,100478.6,1,True,False,False
2852,609,True,40,6,0.0,2,1,1,97416.34,0,True,False,False
2853,487,True,53,4,199689.49,1,1,1,24207.86,1,True,False,False
2854,748,True,33,1,142645.43,1,0,0,69132.66,0,True,False,False
2855,710,False,75,5,0.0,2,1,1,9376.89,0,False,False,True
2856,432,False,45,3,110219.14,1,1,0,43046.7,1,False,True,False
2857,534,True,51,3,0.0,2,0,1,20856.31,0,False,False,True
2858,607,True,25,3,0.0,2,0,0,187048.72,0,True,False,False
2859,551,True,32,4,0.0,2,1,0,53420.53,0,False,False,True
2860,674,True,45,7,142072.02,1,1,0,37013.29,0,True,False,False
2861,525,False,25,6,0.0,2,1,0,89566.64,0,True,False,False
2862,645,True,33,8,149564.61,1,0,0,149913.84,0,False,True,False
2863,755,False,43,9,0.0,2,1,0,18066.69,0,True,False,False
2864,708,True,37,8,153366.13,1,1,1,26912.34,0,False,True,False
2865,715,True,21,6,76467.16,1,1,1,173511.72,0,True,False,False
2866,727,False,26,9,121508.28,1,1,1,146785.44,0,True,False,False
2867,559,False,27,1,0.0,1,0,1,1050.33,0,False,False,True
2868,545,True,36,8,73211.12,2,1,0,89587.34,1,False,False,True
2869,524,True,22,9,0.0,2,1,0,74405.34,0,True,False,False
2870,707,False,55,1,0.0,2,0,1,54409.48,0,True,False,False
2871,671,True,38,0,92674.94,2,1,0,3647.57,0,False,False,True
2872,439,True,52,3,96196.24,4,1,0,198874.52,1,False,False,True
2873,667,False,36,1,114391.62,1,1,1,53412.54,0,False,True,False
2874,831,True,32,9,80262.66,1,1,0,194867.78,0,False,True,False
2875,545,False,33,7,173331.52,1,1,0,150452.88,0,False,False,True
2876,604,False,35,7,147285.52,1,1,1,57807.05,0,False,False,True
2877,657,True,67,5,119785.47,2,1,1,107534.32,0,False,False,True
2878,487,False,36,1,140137.15,1,1,0,194073.33,0,False,False,True
2879,750,False,52,6,107467.56,1,1,0,126233.18,1,False,True,False
2880,694,False,37,8,98218.04,2,1,0,182354.46,1,False,True,False
2881,711,False,35,2,133607.75,1,1,1,120586.32,0,False,True,False
2882,551,True,37,3,0.0,2,1,1,50578.4,0,True,False,False
2883,559,False,38,8,95139.41,1,1,1,86575.46,0,True,False,False
2884,620,False,29,3,0.0,2,0,1,153392.28,0,True,False,False
2885,660,True,42,5,0.0,2,1,0,115509.59,0,False,False,True
2886,449,False,37,6,0.0,2,1,0,82176.48,0,True,False,False
2887,703,False,26,1,97331.19,1,1,0,63717.49,0,False,True,False
2888,795,True,37,2,139265.63,2,1,1,198745.94,0,False,True,False
2889,594,False,31,9,0.0,1,0,1,5719.11,0,True,False,False
2890,586,True,34,5,168094.01,1,0,0,20058.61,0,False,False,True
2891,613,False,30,5,131563.88,2,1,0,170638.98,0,False,True,False
2892,601,True,44,3,0.0,2,1,0,30607.11,0,True,False,False
2893,657,True,50,9,0.0,2,0,0,37171.46,0,True,False,False
2894,531,True,31,3,0.0,1,1,1,42589.33,0,True,False,False
2895,621,True,47,7,107363.29,1,1,1,66799.28,0,False,True,False
2896,782,False,33,2,94493.03,1,0,1,101866.39,0,True,False,False
2897,528,False,29,9,170214.23,2,1,0,49284.0,0,False,True,False
2898,696,True,52,6,139781.06,1,1,0,27445.4,1,True,False,False
2899,586,False,35,7,0.0,2,1,0,70760.69,0,True,False,False
2900,626,False,26,8,148610.41,3,0,1,104502.02,1,False,False,True
2901,498,True,73,2,170241.7,2,1,1,165407.96,0,True,False,False
2902,691,False,33,1,128306.83,1,1,1,113580.79,0,True,False,False
2903,568,False,47,7,0.0,2,1,1,45978.39,0,True,False,False
2904,715,False,35,3,0.0,1,1,1,152012.36,0,True,False,False
2905,680,True,32,7,175454.0,1,0,1,77349.92,0,False,True,False
2906,802,True,41,6,0.0,2,1,0,47322.05,0,False,False,True
2907,539,False,22,0,100885.93,2,1,1,38772.65,0,True,False,False
2908,494,True,69,9,93320.8,1,1,1,24489.44,0,True,False,False
2909,594,True,38,6,63176.44,2,1,1,14466.08,0,False,True,False
2910,596,True,33,2,139451.67,1,0,0,63142.12,0,True,False,False
2911,649,False,52,8,49113.75,1,1,0,41858.43,0,True,False,False
2912,699,True,32,1,123906.22,3,1,1,127443.82,1,False,True,False
2913,787,False,40,6,0.0,2,1,1,84151.98,0,True,False,False
2914,604,True,28,7,0.0,2,0,0,58595.64,0,True,False,False
2915,489,False,52,1,131441.51,1,1,0,37240.11,1,False,True,False
2916,651,True,56,2,0.0,1,1,0,114522.68,1,True,False,False
2917,698,True,57,6,136325.48,2,1,1,72549.27,1,True,False,False
2918,578,False,38,4,113150.44,2,1,0,176712.59,1,False,True,False
2919,538,False,42,9,0.0,1,0,0,152855.96,0,False,False,True
2920,696,False,33,4,0.0,2,1,1,73371.65,0,True,False,False
2921,507,False,46,8,102785.16,1,1,1,70323.68,0,False,True,False
2922,685,True,34,6,83264.28,1,0,0,9663.28,0,False,False,True
2923,705,True,41,4,72252.64,2,1,1,142514.66,0,False,True,False
2924,499,False,29,6,148051.52,1,1,0,118623.94,0,False,True,False
2925,717,False,76,9,138489.66,1,1,1,68400.14,0,True,False,False
2926,510,True,63,8,0.0,2,1,1,115291.86,0,True,False,False
2927,632,True,32,6,111589.33,1,1,1,170382.99,0,True,False,False
2928,668,False,39,0,122104.79,1,1,0,112946.67,1,False,True,False
2929,744,True,32,4,96106.83,1,1,1,79812.77,0,False,True,False
2930,663,True,42,7,115930.87,1,1,0,19862.78,0,False,True,False
2931,638,False,37,7,124513.66,2,1,0,158610.89,0,False,True,False
2932,688,False,54,9,0.0,1,1,0,191212.63,1,True,False,False
2933,588,True,46,8,0.0,1,1,0,61931.21,0,False,False,True
2934,631,True,33,7,0.0,1,1,1,58043.02,1,True,False,False
2935,687,True,35,8,100988.39,2,1,0,22247.27,0,False,False,True
2936,599,True,44,10,118577.24,1,1,1,31448.52,0,True,False,False
2937,718,True,28,6,0.0,2,1,0,146875.86,0,False,False,True
2938,730,True,27,5,0.0,2,1,1,116081.93,0,True,False,False
2939,533,False,39,2,0.0,1,0,1,73669.94,1,True,False,False
2940,711,False,28,5,0.0,2,1,1,93959.96,0,False,False,True
2941,555,False,26,9,0.0,2,0,1,158918.03,0,False,False,True
2942,850,False,42,9,113311.11,1,1,1,198193.75,0,True,False,False
2943,678,False,41,9,0.0,1,0,0,13160.03,0,True,False,False
2944,576,True,32,7,0.0,2,1,0,4660.91,0,True,False,False
2945,835,True,20,4,124365.42,1,0,0,180197.74,1,False,True,False
2946,592,True,42,1,147249.29,2,1,1,63023.02,0,True,False,False
2947,774,True,36,7,103688.19,1,0,1,118971.74,0,True,False,False
2948,620,False,29,1,138740.24,2,0,0,154700.61,0,True,False,False
2949,519,True,39,4,111900.14,1,1,1,97577.17,0,False,False,True
